,country,dates,mobility_percent_from_base_x,mobility_percent_from_base_y
1776,Netherlands,2020-02-26,108.38666666666667,99.0
1777,Netherlands,2020-02-27,113.66333333333334,95.0
1778,Netherlands,2020-02-28,125.21666666666665,99.83333333333333
1779,Netherlands,2020-02-29,121.74000000000001,98.0
1780,Netherlands,2020-03-01,98.57,102.0
1781,Netherlands,2020-03-02,101.82,97.0
1782,Netherlands,2020-03-03,104.10333333333334,104.66666666666667
1783,Netherlands,2020-03-04,105.98,104.66666666666667
1784,Netherlands,2020-03-05,109.61666666666667,97.16666666666667
1785,Netherlands,2020-03-06,125.39666666666666,102.83333333333333
1786,Netherlands,2020-03-07,130.69333333333333,107.66666666666667
1787,Netherlands,2020-03-08,98.83,98.83333333333333
1788,Netherlands,2020-03-09,97.68333333333332,100.5
1789,Netherlands,2020-03-10,93.48333333333333,97.33333333333333
1790,Netherlands,2020-03-11,94.21333333333332,102.0
1791,Netherlands,2020-03-12,82.46333333333332,97.83333333333333
1792,Netherlands,2020-03-13,78.22666666666666,96.5
1793,Netherlands,2020-03-14,75.51666666666667,97.0
1794,Netherlands,2020-03-15,50.086666666666666,92.5
1795,Netherlands,2020-03-16,44.35999999999999,91.83333333333333
1796,Netherlands,2020-03-17,42.296666666666674,91.83333333333333
1797,Netherlands,2020-03-18,40.166666666666664,86.5
1798,Netherlands,2020-03-19,38.300000000000004,79.0
1799,Netherlands,2020-03-20,39.74666666666667,76.5
1800,Netherlands,2020-03-21,39.00666666666667,83.0
1801,Netherlands,2020-03-22,32.669999999999995,76.66666666666667
1802,Netherlands,2020-03-23,33.946666666666665,76.66666666666667
1803,Netherlands,2020-03-24,35.666666666666664,79.5
1804,Netherlands,2020-03-25,37.85,78.33333333333333
1805,Netherlands,2020-03-26,38.53,75.33333333333333
1806,Netherlands,2020-03-27,42.17333333333334,77.83333333333333
1807,Netherlands,2020-03-28,38.04666666666666,75.0
1808,Netherlands,2020-03-29,30.186666666666667,64.0
1809,Netherlands,2020-03-30,34.91,71.0
1810,Netherlands,2020-03-31,39.03,81.83333333333333
1811,Netherlands,2020-04-01,39.24666666666667,76.66666666666667
1812,Netherlands,2020-04-02,39.51333333333333,72.5
1813,Netherlands,2020-04-03,41.77333333333333,74.33333333333333
1814,Netherlands,2020-04-04,41.29333333333333,79.0
1815,Netherlands,2020-04-05,39.900000000000006,83.0
1816,Netherlands,2020-04-06,41.74333333333333,80.33333333333333
1817,Netherlands,2020-04-07,44.653333333333336,87.33333333333333
1818,Netherlands,2020-04-08,47.44333333333333,88.0
1819,Netherlands,2020-04-09,48.50333333333333,83.16666666666667
1820,Netherlands,2020-04-10,51.16,84.0
1821,Netherlands,2020-04-11,45.78666666666667,86.5
1822,New Zealand,2020-02-15,109.53666666666668,104.16666666666667
1823,New Zealand,2020-02-16,115.15666666666668,100.83333333333333
1824,New Zealand,2020-02-17,115.64333333333333,105.66666666666667
1825,New Zealand,2020-02-18,117.97333333333334,104.0
1826,New Zealand,2020-02-19,117.05,104.33333333333333
1827,New Zealand,2020-02-20,124.17666666666666,104.16666666666667
1828,New Zealand,2020-02-21,122.44,104.0
1829,New Zealand,2020-02-22,113.32333333333334,101.0
1830,New Zealand,2020-02-23,114.01666666666665,100.33333333333333
1831,New Zealand,2020-02-24,118.08,107.33333333333333
1832,New Zealand,2020-02-25,117.07333333333332,105.16666666666667
1833,New Zealand,2020-02-26,116.61333333333334,105.5
1834,New Zealand,2020-02-27,120.96333333333332,104.0
1835,New Zealand,2020-02-28,118.55333333333334,105.66666666666667
1836,New Zealand,2020-02-29,103.03000000000002,104.16666666666667
1837,New Zealand,2020-03-01,105.16666666666667,102.33333333333333
1838,New Zealand,2020-03-02,108.12333333333333,105.5
1839,New Zealand,2020-03-03,107.21,102.33333333333333
1840,New Zealand,2020-03-04,107.62666666666667,100.83333333333333
1841,New Zealand,2020-03-05,114.86333333333334,102.5
1842,New Zealand,2020-03-06,115.81,104.0
1843,New Zealand,2020-03-07,102.27,103.83333333333333
1844,New Zealand,2020-03-08,98.11666666666667,101.33333333333333
1845,New Zealand,2020-03-09,101.57666666666667,102.0
1846,New Zealand,2020-03-10,102.67666666666666,100.83333333333333
1847,New Zealand,2020-03-11,101.58,100.5
1848,New Zealand,2020-03-12,107.02666666666666,101.16666666666667
1849,New Zealand,2020-03-13,102.80333333333333,102.16666666666667
1850,New Zealand,2020-03-14,85.75333333333333,102.0
1851,New Zealand,2020-03-15,81.86,99.5
1852,New Zealand,2020-03-16,77.39333333333333,101.83333333333333
1853,New Zealand,2020-03-17,76.33333333333333,97.33333333333333
1854,New Zealand,2020-03-18,70.87333333333333,97.5
1855,New Zealand,2020-03-19,70.65333333333334,96.5
1856,New Zealand,2020-03-20,63.26000000000001,92.66666666666667
1857,New Zealand,2020-03-21,50.98,87.83333333333333
1858,New Zealand,2020-03-22,50.51,83.16666666666667
1859,New Zealand,2020-03-23,45.913333333333334,90.83333333333333
1860,New Zealand,2020-03-24,36.32666666666667,79.0
1861,New Zealand,2020-03-25,17.616666666666664,70.66666666666667
1862,New Zealand,2020-03-26,16.31,41.666666666666664
1863,New Zealand,2020-03-27,15.666666666666666,43.5
1864,New Zealand,2020-03-28,15.523333333333333,42.333333333333336
1865,New Zealand,2020-03-29,16.69,42.666666666666664
1866,New Zealand,2020-03-30,18.580000000000002,44.833333333333336
1867,New Zealand,2020-03-31,18.36,47.0
1868,New Zealand,2020-04-01,18.473333333333333,47.333333333333336
1869,New Zealand,2020-04-02,17.459999999999997,46.833333333333336
1870,New Zealand,2020-04-03,17.403333333333332,46.666666666666664
1871,New Zealand,2020-04-04,17.06,44.833333333333336
1872,New Zealand,2020-04-05,17.180000000000003,44.666666666666664
1873,New Zealand,2020-04-06,17.61,46.166666666666664
1874,New Zealand,2020-04-07,17.873333333333335,47.333333333333336
1875,New Zealand,2020-04-08,17.796666666666667,47.0
1876,New Zealand,2020-04-09,16.566666666666666,49.0
1877,New Zealand,2020-04-10,18.526666666666667,35.16666666666667
1878,New Zealand,2020-04-11,15.01,48.0
1879,Norway,2020-02-15,133.71333333333334,105.5
1880,Norway,2020-02-16,106.86666666666667,92.83333333333333
1881,Norway,2020-02-17,111.86333333333334,100.0
1882,Norway,2020-02-18,110.87,100.33333333333333
1883,Norway,2020-02-19,114.38333333333333,107.66666666666667
1884,Norway,2020-02-20,115.63333333333333,95.33333333333333
1885,Norway,2020-02-21,126.88666666666666,99.16666666666667
1886,Norway,2020-02-22,129.66333333333333,100.5
1887,Norway,2020-02-23,116.32000000000001,101.83333333333333
1888,Norway,2020-02-24,103.86666666666667,103.5
1889,Norway,2020-02-25,104.33666666666666,101.83333333333333
1890,Norway,2020-02-26,108.11,104.0
1891,Norway,2020-02-27,107.33,102.33333333333333
1892,Norway,2020-02-28,121.32666666666667,103.5
1893,Norway,2020-02-29,123.50999999999999,99.5
1894,Norway,2020-03-01,103.55333333333333,93.33333333333333
1895,Norway,2020-03-02,100.00999999999999,100.5
1896,Norway,2020-03-03,101.00666666666666,100.66666666666667
1897,Norway,2020-03-04,106.03666666666668,101.16666666666667
1898,Norway,2020-03-05,111.58999999999999,105.16666666666667
1899,Norway,2020-03-06,120.32666666666667,103.16666666666667
1900,Norway,2020-03-07,118.97333333333334,103.5
1901,Norway,2020-03-08,99.88666666666667,90.0
1902,Norway,2020-03-09,94.36666666666667,101.0
1903,Norway,2020-03-10,90.47666666666667,97.83333333333333
1904,Norway,2020-03-11,84.95333333333333,100.66666666666667
1905,Norway,2020-03-12,69.38333333333334,103.0
1906,Norway,2020-03-13,59.71666666666667,85.5
1907,Norway,2020-03-14,50.879999999999995,86.33333333333333
1908,Norway,2020-03-15,40.28,61.666666666666664
1909,Norway,2020-03-16,46.1,82.5
1910,Norway,2020-03-17,45.78666666666667,77.66666666666667
1911,Norway,2020-03-18,45.71333333333333,78.33333333333333
1912,Norway,2020-03-19,46.36666666666667,80.16666666666667
1913,Norway,2020-03-20,49.580000000000005,81.5
1914,Norway,2020-03-21,49.673333333333325,92.5
1915,Norway,2020-03-22,45.973333333333336,69.33333333333333
1916,Norway,2020-03-23,47.18,75.66666666666667
1917,Norway,2020-03-24,45.84,73.5
1918,Norway,2020-03-25,47.61666666666667,75.33333333333333
1919,Norway,2020-03-26,50.24666666666667,81.33333333333333
1920,Norway,2020-03-27,51.24666666666667,79.83333333333333
1921,Norway,2020-03-28,51.01666666666667,83.5
1922,Norway,2020-03-29,48.196666666666665,69.66666666666667
1923,Norway,2020-03-30,53.71666666666667,83.83333333333333
1924,Norway,2020-03-31,54.67666666666667,82.5
1925,Norway,2020-04-01,54.586666666666666,81.83333333333333
1926,Norway,2020-04-02,53.18333333333334,77.33333333333333
1927,Norway,2020-04-03,57.71333333333333,82.0
1928,Norway,2020-04-04,53.01333333333333,86.83333333333333
1929,Norway,2020-04-05,50.46333333333333,76.5
1930,Norway,2020-04-06,64.14333333333333,99.16666666666667
1931,Norway,2020-04-07,64.03666666666668,105.33333333333333
1932,Norway,2020-04-08,60.31999999999999,94.66666666666667
1933,Norway,2020-04-09,58.26666666666667,81.33333333333333
1934,Norway,2020-04-10,57.71666666666667,80.83333333333333
1935,Norway,2020-04-11,44.333333333333336,78.5
1936,Philippines,2020-02-15,100.68333333333334,102.83333333333333
1937,Philippines,2020-02-16,91.96333333333332,100.83333333333333
1938,Philippines,2020-02-17,88.35000000000001,100.5
1939,Philippines,2020-02-18,90.08666666666666,100.5
1940,Philippines,2020-02-19,87.92333333333333,98.33333333333333
1941,Philippines,2020-02-20,90.76666666666667,98.66666666666667
1942,Philippines,2020-02-21,102.66666666666667,98.5
1943,Philippines,2020-02-22,95.65333333333335,101.0
1944,Philippines,2020-02-23,92.73,98.83333333333333
1945,Philippines,2020-02-24,91.92666666666668,101.16666666666667
1946,Philippines,2020-02-25,86.89666666666666,93.16666666666667
1947,Philippines,2020-02-26,82.79333333333334,99.83333333333333
1948,Philippines,2020-02-27,83.89666666666666,98.83333333333333
1949,Philippines,2020-02-28,101.41333333333334,99.33333333333333
1950,Philippines,2020-02-29,90.53666666666668,103.16666666666667
1951,Philippines,2020-03-01,83.06666666666666,101.66666666666667
1952,Philippines,2020-03-02,79.00000000000001,100.66666666666667
1953,Philippines,2020-03-03,77.88333333333333,100.66666666666667
1954,Philippines,2020-03-04,78.55,100.0
1955,Philippines,2020-03-05,82.31666666666668,100.0
1956,Philippines,2020-03-06,96.95666666666666,98.0
1957,Philippines,2020-03-07,86.40666666666668,100.83333333333333
1958,Philippines,2020-03-08,79.67,98.5
1959,Philippines,2020-03-09,70.57,99.66666666666667
1960,Philippines,2020-03-10,65.28,97.0
1961,Philippines,2020-03-11,59.946666666666665,95.5
1962,Philippines,2020-03-12,52.49333333333334,95.66666666666667
1963,Philippines,2020-03-13,55.833333333333336,93.66666666666667
1964,Philippines,2020-03-14,42.99666666666667,92.0
1965,Philippines,2020-03-15,35.66,80.0
1966,Philippines,2020-03-16,37.15,81.0
1967,Philippines,2020-03-17,35.830000000000005,66.33333333333334
1968,Philippines,2020-03-18,31.24333333333333,59.333333333333336
1969,Philippines,2020-03-19,27.28,56.833333333333336
1970,Philippines,2020-03-20,24.47666666666667,53.833333333333336
1971,Philippines,2020-03-21,24.72666666666667,52.833333333333336
1972,Philippines,2020-03-22,22.576666666666668,51.166666666666664
1973,Philippines,2020-03-23,22.0,52.166666666666664
1974,Philippines,2020-03-24,20.753333333333334,51.166666666666664
1975,Philippines,2020-03-25,21.64,51.333333333333336
1976,Philippines,2020-03-26,21.3,51.0
1977,Philippines,2020-03-27,20.796666666666667,50.333333333333336
1978,Philippines,2020-03-28,19.810000000000002,49.833333333333336
1979,Philippines,2020-03-29,20.886666666666667,48.5
1980,Philippines,2020-03-30,20.12,48.666666666666664
1981,Philippines,2020-03-31,19.376666666666665,48.833333333333336
1982,Philippines,2020-04-01,18.84,48.666666666666664
1983,Philippines,2020-04-02,19.513333333333332,48.5
1984,Philippines,2020-04-03,19.68,48.166666666666664
1985,Philippines,2020-04-04,18.433333333333334,48.166666666666664
1986,Philippines,2020-04-05,22.393333333333334,47.333333333333336
1987,Philippines,2020-04-06,21.286666666666665,49.333333333333336
1988,Philippines,2020-04-07,28.033333333333335,49.833333333333336
1989,Philippines,2020-04-08,20.37333333333333,50.666666666666664
1990,Philippines,2020-04-09,19.873333333333335,45.166666666666664
1991,Philippines,2020-04-10,20.536666666666665,40.666666666666664
1992,Philippines,2020-04-11,19.8,46.333333333333336
1993,Poland,2020-02-15,138.91,105.83333333333333
1994,Poland,2020-02-16,111.575,103.5
1995,Poland,2020-02-17,117.145,104.83333333333333
1996,Poland,2020-02-18,114.91499999999999,102.66666666666667
1997,Poland,2020-02-19,117.56,103.0
1998,Poland,2020-02-20,121.15,105.83333333333333
1999,Poland,2020-02-21,132.93,99.0
2000,Poland,2020-02-22,128.74,103.66666666666667
2001,Poland,2020-02-23,96.72,89.0
2002,Poland,2020-02-24,106.61500000000001,101.33333333333333
2003,Poland,2020-02-25,110.975,103.5
2004,Poland,2020-02-26,107.35,101.66666666666667
2005,Poland,2020-02-27,111.38,104.0
2006,Poland,2020-02-28,132.89,103.33333333333333
2007,Poland,2020-02-29,121.79499999999999,103.5
2008,Poland,2020-03-01,100.555,107.16666666666667
2009,Poland,2020-03-02,102.86,101.83333333333333
2010,Poland,2020-03-03,103.45,102.16666666666667
2011,Poland,2020-03-04,102.03,104.5
2012,Poland,2020-03-05,109.265,107.83333333333333
2013,Poland,2020-03-06,129.405,102.83333333333333
2014,Poland,2020-03-07,121.275,103.5
2015,Poland,2020-03-08,100.265,113.5
2016,Poland,2020-03-09,98.77,104.33333333333333
2017,Poland,2020-03-10,95.965,106.83333333333333
2018,Poland,2020-03-11,89.14,106.66666666666667
2019,Poland,2020-03-12,76.84,94.5
2020,Poland,2020-03-13,67.345,84.66666666666667
2021,Poland,2020-03-14,44.150000000000006,76.5
2022,Poland,2020-03-15,37.845,67.0
2023,Poland,2020-03-16,39.18000000000001,72.83333333333333
2024,Poland,2020-03-17,40.52,75.33333333333333
2025,Poland,2020-03-18,42.599999999999994,77.33333333333333
2026,Poland,2020-03-19,38.79,74.0
2027,Poland,2020-03-20,37.394999999999996,68.83333333333333
2028,Poland,2020-03-21,30.119999999999997,64.66666666666666
2029,Poland,2020-03-22,28.15,55.833333333333336
2030,Poland,2020-03-23,33.785,66.83333333333334
2031,Poland,2020-03-24,35.04,69.5
2032,Poland,2020-03-25,30.195,64.16666666666666
2033,Poland,2020-03-26,31.265,65.16666666666666
2034,Poland,2020-03-27,34.47,66.66666666666666
2035,Poland,2020-03-28,34.3,70.16666666666667
2036,Poland,2020-03-29,26.195,51.666666666666664
2037,Poland,2020-03-30,30.23,62.666666666666664
2038,Poland,2020-03-31,30.875,64.83333333333334
2039,Poland,2020-04-01,29.45,60.833333333333336
2040,Poland,2020-04-02,29.435000000000002,61.666666666666664
2041,Poland,2020-04-03,29.880000000000003,60.666666666666664
2042,Poland,2020-04-04,25.055,58.166666666666664
2043,Poland,2020-04-05,24.785,71.33333333333333
2044,Poland,2020-04-06,31.27,63.0
2045,Poland,2020-04-07,33.405,65.83333333333334
2046,Poland,2020-04-08,34.75,66.66666666666666
2047,Poland,2020-04-09,36.205,68.16666666666667
2048,Poland,2020-04-10,34.075,65.66666666666666
2049,Poland,2020-04-11,22.82,52.5
2050,Portugal,2020-02-15,176.29500000000002,105.66666666666667
2051,Portugal,2020-02-16,135.215,98.16666666666667
2052,Portugal,2020-02-17,135.825,102.83333333333333
2053,Portugal,2020-02-18,133.59,103.16666666666667
2054,Portugal,2020-02-19,134.085,106.83333333333333
2055,Portugal,2020-02-20,134.53,107.0
2056,Portugal,2020-02-21,160.885,109.33333333333333
2057,Portugal,2020-02-22,178.70499999999998,110.83333333333333
2058,Portugal,2020-02-23,159.005,113.5
2059,Portugal,2020-02-24,166.5,113.66666666666667
2060,Portugal,2020-02-25,131.32999999999998,92.83333333333333
2061,Portugal,2020-02-26,131.39,103.33333333333333
2062,Portugal,2020-02-27,132.12,107.16666666666667
2063,Portugal,2020-02-28,154.755,107.16666666666667
2064,Portugal,2020-02-29,156.78,101.16666666666667
2065,Portugal,2020-03-01,121.32,93.83333333333333
2066,Portugal,2020-03-02,120.10000000000001,104.5
2067,Portugal,2020-03-03,118.34,101.16666666666667
2068,Portugal,2020-03-04,121.98,105.16666666666667
2069,Portugal,2020-03-05,127.53,105.33333333333333
2070,Portugal,2020-03-06,149.745,104.5
2071,Portugal,2020-03-07,164.665,107.0
2072,Portugal,2020-03-08,125.91999999999999,100.5
2073,Portugal,2020-03-09,120.64,105.83333333333333
2074,Portugal,2020-03-10,117.26,106.33333333333333
2075,Portugal,2020-03-11,110.13999999999999,109.0
2076,Portugal,2020-03-12,93.77000000000001,103.0
2077,Portugal,2020-03-13,88.74,93.33333333333333
2078,Portugal,2020-03-14,75.175,79.5
2079,Portugal,2020-03-15,48.629999999999995,65.5
2080,Portugal,2020-03-16,41.635,70.66666666666667
2081,Portugal,2020-03-17,32.7,67.0
2082,Portugal,2020-03-18,28.575000000000003,67.33333333333334
2083,Portugal,2020-03-19,20.585,58.166666666666664
2084,Portugal,2020-03-20,17.485,52.333333333333336
2085,Portugal,2020-03-21,15.86,50.0
2086,Portugal,2020-03-22,14.889999999999999,47.333333333333336
2087,Portugal,2020-03-23,17.134999999999998,53.5
2088,Portugal,2020-03-24,17.635,53.833333333333336
2089,Portugal,2020-03-25,18.175,53.333333333333336
2090,Portugal,2020-03-26,17.305,53.0
2091,Portugal,2020-03-27,18.595,53.5
2092,Portugal,2020-03-28,16.59,49.666666666666664
2093,Portugal,2020-03-29,14.55,44.833333333333336
2094,Portugal,2020-03-30,15.864999999999998,50.333333333333336
2095,Portugal,2020-03-31,17.335,53.0
2096,Portugal,2020-04-01,16.87,52.166666666666664
2097,Portugal,2020-04-02,20.134999999999998,55.5
2098,Portugal,2020-04-03,20.445,55.0
2099,Portugal,2020-04-04,17.11,49.166666666666664
2100,Portugal,2020-04-05,13.805,42.333333333333336
2101,Portugal,2020-04-06,18.65,52.0
2102,Portugal,2020-04-07,20.475,55.666666666666664
2103,Portugal,2020-04-08,21.65,57.166666666666664
2104,Portugal,2020-04-09,17.755000000000003,53.5
2105,Portugal,2020-04-10,15.239999999999998,46.833333333333336
2106,Portugal,2020-04-11,15.71,50.0
2107,South Korea,2020-02-15,80.93,99.5
2108,South Korea,2020-02-16,71.97999999999999,90.66666666666667
2109,South Korea,2020-02-17,77.24000000000001,94.83333333333333
2110,South Korea,2020-02-18,81.255,98.66666666666667
2111,South Korea,2020-02-19,80.54499999999999,101.16666666666667
2112,South Korea,2020-02-20,77.24000000000001,99.0
2113,South Korea,2020-02-21,75.57499999999999,94.33333333333333
2114,South Korea,2020-02-22,65.15,86.16666666666667
2115,South Korea,2020-02-23,61.269999999999996,85.5
2116,South Korea,2020-02-24,56.894999999999996,96.33333333333333
2117,South Korea,2020-02-25,58.245000000000005,81.66666666666667
2118,South Korea,2020-02-26,56.010000000000005,90.83333333333333
2119,South Korea,2020-02-27,48.875,89.33333333333333
2120,South Korea,2020-02-28,48.04,79.83333333333333
2121,South Korea,2020-02-29,44.605000000000004,84.83333333333333
2122,South Korea,2020-03-01,45.925,82.16666666666667
2123,South Korea,2020-03-02,45.15,94.5
2124,South Korea,2020-03-03,45.43,91.5
2125,South Korea,2020-03-04,44.3,87.83333333333333
2126,South Korea,2020-03-05,46.29,89.0
2127,South Korea,2020-03-06,48.605000000000004,90.83333333333333
2128,South Korea,2020-03-07,47.635,86.5
2129,South Korea,2020-03-08,50.334999999999994,94.0
2130,South Korea,2020-03-09,44.53,97.16666666666667
2131,South Korea,2020-03-10,47.89,84.16666666666667
2132,South Korea,2020-03-11,47.105000000000004,96.66666666666667
2133,South Korea,2020-03-12,49.114999999999995,95.33333333333333
2134,South Korea,2020-03-13,52.084999999999994,92.5
2135,South Korea,2020-03-14,46.825,93.66666666666667
2136,South Korea,2020-03-15,45.575,89.66666666666667
2137,South Korea,2020-03-16,44.870000000000005,98.83333333333333
2138,South Korea,2020-03-17,46.765,95.16666666666667
2139,South Korea,2020-03-18,45.275,101.83333333333333
2140,South Korea,2020-03-19,47.21,86.33333333333333
2141,South Korea,2020-03-20,57.61,96.66666666666667
2142,South Korea,2020-03-21,52.595,99.66666666666667
2143,South Korea,2020-03-22,49.61,100.33333333333333
2144,South Korea,2020-03-23,48.655,104.5
2145,South Korea,2020-03-24,49.595,101.66666666666667
2146,South Korea,2020-03-25,47.915,104.83333333333333
2147,South Korea,2020-03-26,46.695,91.66666666666667
2148,South Korea,2020-03-27,54.105,93.16666666666667
2149,South Korea,2020-03-28,52.19,96.0
2150,South Korea,2020-03-29,49.3,103.33333333333333
2151,South Korea,2020-03-30,49.06,106.66666666666667
2152,South Korea,2020-03-31,51.04,105.83333333333333
2153,South Korea,2020-04-01,50.6,101.66666666666667
2154,South Korea,2020-04-02,51.725,101.66666666666667
2155,South Korea,2020-04-03,61.445,101.16666666666667
2156,South Korea,2020-04-04,54.49,99.0
2157,South Korea,2020-04-05,50.769999999999996,103.66666666666667
2158,South Korea,2020-04-06,50.254999999999995,106.0
2159,South Korea,2020-04-07,50.415000000000006,103.5
2160,South Korea,2020-04-08,50.18,103.0
2161,South Korea,2020-04-09,51.685,99.83333333333333
2162,South Korea,2020-04-10,60.565,99.66666666666667
2163,South Korea,2020-04-11,51.725,99.5
2164,Romania,2020-02-15,113.93,102.66666666666667
2165,Romania,2020-02-16,105.195,109.66666666666667
2166,Romania,2020-02-17,112.16,104.33333333333333
2167,Romania,2020-02-18,112.99000000000001,104.0
2168,Romania,2020-02-19,109.38499999999999,101.83333333333333
2169,Romania,2020-02-20,113.95,99.83333333333333
2170,Romania,2020-02-21,124.545,105.5
2171,Romania,2020-02-22,111.33500000000001,100.66666666666667
2172,Romania,2020-02-23,103.06,104.83333333333333
2173,Romania,2020-02-24,107.625,100.33333333333333
2174,Romania,2020-02-25,109.88499999999999,105.0
2175,Romania,2020-02-26,109.245,105.16666666666667
2176,Romania,2020-02-27,101.4,98.5
2177,Romania,2020-02-28,115.41999999999999,104.33333333333333
2178,Romania,2020-02-29,101.495,102.83333333333333
2179,Romania,2020-03-01,92.28,112.0
2180,Romania,2020-03-02,101.74000000000001,101.33333333333333
2181,Romania,2020-03-03,103.33500000000001,103.0
2182,Romania,2020-03-04,102.91,102.83333333333333
2183,Romania,2020-03-05,100.705,100.0
2184,Romania,2020-03-06,116.52,109.16666666666667
2185,Romania,2020-03-07,110.63,108.33333333333333
2186,Romania,2020-03-08,83.24,106.0
2187,Romania,2020-03-09,92.26499999999999,98.66666666666667
2188,Romania,2020-03-10,88.27000000000001,100.66666666666667
2189,Romania,2020-03-11,82.125,97.83333333333333
2190,Romania,2020-03-12,74.72,97.5
2191,Romania,2020-03-13,67.91,94.83333333333333
2192,Romania,2020-03-14,47.275000000000006,88.0
2193,Romania,2020-03-15,41.175,83.33333333333333
2194,Romania,2020-03-16,44.875,80.66666666666667
2195,Romania,2020-03-17,42.84,78.16666666666667
2196,Romania,2020-03-18,40.91,77.5
2197,Romania,2020-03-19,39.665,75.5
2198,Romania,2020-03-20,38.975,76.83333333333333
2199,Romania,2020-03-21,31.655,73.0
2200,Romania,2020-03-22,26.7,65.5
2201,Romania,2020-03-23,27.689999999999998,59.666666666666664
2202,Romania,2020-03-24,27.705,61.333333333333336
2203,Romania,2020-03-25,22.509999999999998,54.5
2204,Romania,2020-03-26,22.325,53.5
2205,Romania,2020-03-27,22.619999999999997,57.333333333333336
2206,Romania,2020-03-28,19.225,54.166666666666664
2207,Romania,2020-03-29,19.945,51.666666666666664
2208,Romania,2020-03-30,24.005,57.5
2209,Romania,2020-03-31,24.525,55.333333333333336
2210,Romania,2020-04-01,25.325,56.666666666666664
2211,Romania,2020-04-02,26.54,57.333333333333336
2212,Romania,2020-04-03,25.48,60.0
2213,Romania,2020-04-04,20.4,56.333333333333336
2214,Romania,2020-04-05,21.494999999999997,53.166666666666664
2215,Romania,2020-04-06,26.455,59.333333333333336
2216,Romania,2020-04-07,27.305,60.166666666666664
2217,Romania,2020-04-08,27.89,61.0
2218,Romania,2020-04-09,27.415,61.166666666666664
2219,Romania,2020-04-10,27.560000000000002,64.33333333333334
2220,Romania,2020-04-11,23.0,62.333333333333336
2221,Saudi Arabia,2020-02-15,85.155,98.33333333333333
2222,Saudi Arabia,2020-02-16,77.2,99.0
2223,Saudi Arabia,2020-02-17,79.53999999999999,98.33333333333333
2224,Saudi Arabia,2020-02-18,77.36,98.83333333333333
2225,Saudi Arabia,2020-02-19,83.53999999999999,99.5
2226,Saudi Arabia,2020-02-20,101.85,98.33333333333333
2227,Saudi Arabia,2020-02-21,105.78,96.66666666666667
2228,Saudi Arabia,2020-02-22,81.595,96.33333333333333
2229,Saudi Arabia,2020-02-23,75.695,98.5
2230,Saudi Arabia,2020-02-24,76.88499999999999,98.0
2231,Saudi Arabia,2020-02-25,79.63,99.0
2232,Saudi Arabia,2020-02-26,84.305,98.16666666666667
2233,Saudi Arabia,2020-02-27,112.13,101.0
2234,Saudi Arabia,2020-02-28,120.88,100.16666666666667
2235,Saudi Arabia,2020-02-29,91.11500000000001,100.33333333333333
2236,Saudi Arabia,2020-03-01,83.15,101.33333333333333
2237,Saudi Arabia,2020-03-02,82.375,99.66666666666667
2238,Saudi Arabia,2020-03-03,83.59,99.83333333333333
2239,Saudi Arabia,2020-03-04,85.285,100.33333333333333
2240,Saudi Arabia,2020-03-05,108.61,99.66666666666667
2241,Saudi Arabia,2020-03-06,111.37,97.0
2242,Saudi Arabia,2020-03-07,83.88999999999999,96.16666666666667
2243,Saudi Arabia,2020-03-08,74.355,97.33333333333333
2244,Saudi Arabia,2020-03-09,83.74000000000001,95.0
2245,Saudi Arabia,2020-03-10,87.975,96.5
2246,Saudi Arabia,2020-03-11,88.85,95.33333333333333
2247,Saudi Arabia,2020-03-12,92.62,91.83333333333333
2248,Saudi Arabia,2020-03-13,91.09,89.33333333333333
2249,Saudi Arabia,2020-03-14,75.91,91.16666666666667
2250,Saudi Arabia,2020-03-15,69.035,90.66666666666667
2251,Saudi Arabia,2020-03-16,65.75,83.5
2252,Saudi Arabia,2020-03-17,64.375,79.16666666666667
2253,Saudi Arabia,2020-03-18,64.155,76.83333333333333
2254,Saudi Arabia,2020-03-19,64.485,72.33333333333333
2255,Saudi Arabia,2020-03-20,61.465,67.33333333333334
2256,Saudi Arabia,2020-03-21,51.66,68.33333333333333
2257,Saudi Arabia,2020-03-22,47.295,67.0
2258,Saudi Arabia,2020-03-23,40.025,62.166666666666664
2259,Saudi Arabia,2020-03-24,42.435,62.833333333333336
2260,Saudi Arabia,2020-03-25,45.085,63.333333333333336
2261,Saudi Arabia,2020-03-26,46.755,60.666666666666664
2262,Saudi Arabia,2020-03-27,45.2,55.5
2263,Saudi Arabia,2020-03-28,45.42,62.0
2264,Saudi Arabia,2020-03-29,44.47,62.666666666666664
2265,Saudi Arabia,2020-03-30,47.205,61.333333333333336
2266,Saudi Arabia,2020-03-31,44.845,61.5
2267,Saudi Arabia,2020-04-01,46.565,61.333333333333336
2268,Saudi Arabia,2020-04-02,44.74,59.833333333333336
2269,Saudi Arabia,2020-04-03,44.605000000000004,54.333333333333336
2270,Saudi Arabia,2020-04-04,45.915,60.166666666666664
2271,Saudi Arabia,2020-04-05,46.3,61.5
2272,Saudi Arabia,2020-04-06,43.985,60.666666666666664
2273,Saudi Arabia,2020-04-07,44.3,50.666666666666664
2274,Saudi Arabia,2020-04-08,52.349999999999994,51.166666666666664
2275,Saudi Arabia,2020-04-09,45.875,51.166666666666664
2276,Saudi Arabia,2020-04-10,44.730000000000004,48.0
